origin,Travel Mangroove Forests,Apartemen Taman Melati,Waduk Setia Budi Timur,Aqua Fun,Jalan Pantai Karnaval Ancol,Key Park ( butterfly and rabbits),National Monument,Komodo Indonesian Fauna Museum and Reptile Park,Antara Gallery of Photo Journalism,Museum Of M. H. Thamrin,Taman Bmw,Museum Kehutanan Manggala Wanabakti,Allianz Eco Park,Al-Bina Mosque,Pancasila Sakti Monument,Taman Dadap Merah,Satriamandala Museum,Formulation of Proclamation Text Museum,Tugu Kunstkring Paleis,Irian Jaya Liberation Monument,National History Museum,Bentara Budaya Jakarta,Grand General Dr. A. H. Nasution Memorial Museum,Mausoleum OG Khouw,Taman Langsat,Proclamation of Independence Monument,Port of Tanjung Priok,National Museum,Museum Bank Indonesia,Taman Kodok Menteng,Palm Bay Water Park,CX WATER PARK,Tabebuya Park,Theater Garuda Taman Bhinneka Tunggal Ika,Jalan Jaksa,Musholla Pasar Malam CNI,Trans Snow World Juanda,Tribeca Park,Taman Maju Bersama,Taman Impian Jaya Ancol,Sea World Ancol,Sion Church,Situ Pamulang,Cibubur Park,Museum Perangko Indonesia,Ruang Pameran Mobil Antik Museum Joang 45,Taman Prasasti Museum,Museum Layang-layang Indonesia,Merdeka Square Jakarta,SS Waterpark TMII,Srengseng City Forest,Putri Duyung Waterpark,Pondok Indah Water Park,Ancol Beach Pool,Bridge of Love Taruma Jaya,Museum of East Timor,Art:1 New Museum,Taman Burung TMII,Taman Spatodhea,Basoeki Abdullah Museum,Museum Telekomunikasi,Universitas Indonesia - Danau Kenanga,East Java Pavilion,Taman Lapangan Banteng,Waterbom Pantai Indah Kapuk,Museum Kebangkitan Nasional,Museum Polri,Taman Ayodya,Waduk Pluit,Children Zoo,Taman Dukuh,Taman Wisata Alam Mangrove Angke Kapuk,Schmutzer Primate Center,Benteng Heritage Museum,Taman Menteng,Onrust Island,Muara Angke Wildlife Refuge,Church of Maria Bunda Karmel,Masjid Agung At Tin,Ants sculpture JGC,Museum Olahraga TMII,Taman Rusa Kemang Pratama,Parks Agro Tourism Cilangkap,Taman Pandang Istana,Sangga Buana,Kastil Batavia,Atlantis Water Adventure,Tugu Tani,Taman Buaya Tanjung Pasir,Pasar Seni,Nurul Iman Mosque Blok M Square,GREEN LAKE VIEW WATERPARK,Taman Suropati,Yerushalayim Bible Artefacts Museum,Hutan Kota Patriot Bina Bangsa Kota Bekasi,GO! Splash waterpark,Taman O,Kosan Muslimah Taman Cempaka,Museum of Fine Art and Ceramics,Museum of Textile,Waterpark Transera,Ragunan Zoo,Hutan Kota GBK,Setu Asih Pulo,Salihara Arts Center,Monas Dancing Fountain,Monumen Patung Dirgantara,Central Java Pavilion,Museum Sumpah Pemuda,Taman Potret,Setu Pedongkelan,Ocean Dream Samudra - Ancol,COMO Park,Eldorado Waterpark Legenda Wisata,Situ Gede Tangerang,Taman Swakarsa,Taman Gajah Tunggal,Taman Wisata Pasir Putih,Taman Mini Indonesia Indah,Taman Tangkuban Perahu,SnowBay Waterpark TMII,Dharma Bhakti Temple,Merdeka Palace,Venetian Water Carnaval,Taman Pemuda Pratama,skyrink Jakarta - Mall Taman Anggrek,Wayang Museum,Pondok Zidane,Sirkus Indoor Waterpark,Pelabuhan Perikanan Samudera Nizam Zachman,Taman Lembah Gurame,Taman Gunung Balong,Jakarta History Museum,Dunia Serangga,Pulau Bidadari,Kampung Main Cipulir,Curug Parigi,Sasmita Loka Ahmad Yani Museum,Taman Waduk Pluit,Taman Kota "Cattleya",Jakarta Planetarium,Masjid Al-Bakrie Taman Rasuna Jakarta,IMAGISPACE,Kidzania Jakarta,Setu Babakan,Taman Ria Atmaja,Playparq Kemang,Arina WaterPark,Museum Reksa Artha,Bartele Gallery,Taman Sepat,GONDOLA ANCOL STASIUN C,Dinosaur Adventure,Aditya Jaya Temple,Museum Pusaka,Danau Hutan Kota Kemayoran,Bayt Al Quran dan Museum Istiqlal,Taman Budaya Tionghoa,Danau Sunter Barat,Museum Keprajuritan Indonesia,Planetarium skyworld tmii,HUTAN KOTA WADUK CINCIN,Pasar Barang Antik,Indonesia Museum,Purna Bhakti Pertiwi Museum,Galeria Sophilia,Depok Fantasi Waterpark - Aladdin,JPG MTB PARK (MTB MEETING POINT) Jalur Pipa Gas MTB Community,Pesona Aquarium Kebagusan,Jakarta Cathedral,Taman Situ Lembang,Museum MACAN (Modern and Contemporary Art in Nusantara),Mangrove Ecotourism Centre PIK,Jakarta Bahari Museum,Pura Agung Tirta Bhuana Bekasi,National Gallery of Indonesia,Dunia Fantasi,Museum Listrik & Energi Baru TMII,Akili Museum of Art,Sarmiento Parakantja Timber,Jalan Gedung Kesenian,Taman Puring Market,Nofri kasur,Marunda Beach,Museum Transportasi,Pusat Peragaan Iptek - Kemenristekdikti,Kandank Jurank Doank,Taman Elektrik,Taman Ismail Marzuki,Dia.lo.gue,Boen Tek Bio Chinese Temple,Air Mancur Waduk Grogol,Istiqlal Mosque,Trans Studio Theme Park Cibubur,Taman Herbal Insani,UI Park,Museum Mandiri,Akses Hutan Lindung Angke Kapuk,Selamat Datang Monument,Jakarta,Pusat Kebudayaan Belanda Erasmus Huis,Museum Tragedi 12 Mei 1998 Universitas Trisakti
Museum Sumpah Pemuda,36296,36566,4802,8845,10284,30743,2256,24151,3479,4121,8267,9771,7629,10405,23273,31990,10356,3992,2462,2402,1258341,10604,3399,6788,10880,4864,16133,3527,7057,4014,23513,25508,21108,23168,3899,15331,33586,8435,25774,6406,9122,7276,26865,31085,23807,1922,4290,19309,4082,23339,14421,34149,14767,9304,27341,3096761,5250,23276,31774,17778,22136,35685,784822,2405,19904,1309,9707,11327,11486,16615,22200,22448,21073,32366,3418,32219,20904,12513,20936,19005,21991,30961,29025,3749,1598036,8473,7990,1398,39636,1613136,10844,36858,3668,11745,30111,33944,29964,26767,8036,5828,20354,16478,9750,31464,14766,4108,11262,23642,0,30263,30663,8615,12967,40492,31975,21009,30495,34171,21155,4645,22032,6917,1720653,36891,26217,8728,7359,35584,29293,13958,29116,19433,7326,24169,32219,14480,34467,4523,12731,12110,2469,6273,12989,7532,36178,23678,11727,33822,17719,4727,28879,9016,24019,8781,24142,8043,21251,24005,7258,24119,22193,9728,3684,22018,21314,4261,42863,36958,16907,2695,3854,12399,19070,10378,25663,2970,6871,23770,14162,1143075,2868,10992,-1,21859,23667,23849,31208,25817,2807,13469,32296,9750,2818,29866,40149,35912,7008,24575,4548,5512,8710,8316
Taman Potret,22822,46889,32424,36213,37538,3594,26788,43774,27194,34647,39573,25993,35302,28774,44556,39839,30933,32260,29093,27541,1285582,26819,31780,25376,26544,31604,43373,27196,29907,32583,15354,43642,36212,42791,27649,16611,54761,23287,44408,33680,36188,32367,28657,52368,43431,28553,25767,32209,26223,42962,21990,49252,28064,36672,58691,3117936,36001,45147,38093,30124,41737,46009,805998,27784,26543,29109,30475,26685,31357,34275,40660,24552,35982,3402,31040,33595,27998,22703,42218,60207,41592,52137,47659,26811,1619212,32236,35809,27936,21659,1640377,27456,58140,31645,43022,51287,65444,44887,45401,30885,26657,62249,34138,29478,46567,35103,26248,31830,43265,29779,0,46409,35983,34303,61774,1783,45576,1530,49274,41481,29245,41656,28340,1741829,58067,41320,23579,30208,44147,47926,34157,44219,32332,30176,43792,33595,24382,53100,29279,31783,24032,29100,35560,26285,28300,42614,43301,35543,24736,30619,30287,36728,36082,43642,43897,43766,38865,42534,43629,40921,43743,43475,39365,32763,41641,40938,29549,51892,14828,34567,27667,32363,21053,27151,31689,46839,28471,34544,43394,21519,1164251,27229,25786,-1,53209,43291,43472,23099,3988,29438,34641,3331,27188,27789,51149,32270,46236,29858,26679,30338,31474,30143,24160
Setu Pedongkelan,51874,6587,27345,35629,36954,44591,30147,12641,29825,25701,31084,26259,36210,26893,13744,8727,22273,27116,27826,28748,1278748,27092,26970,26892,22962,25231,36540,29295,36342,27631,36896,5814,9675,11658,29613,30594,31748,29699,8430,36276,35906,39258,24184,7475,12298,28268,30366,16639,29582,11829,28852,17554,19807,36088,49859,3094801,32590,14026,8436,15108,10604,5439,782863,28751,40744,27655,21969,20065,37793,13401,8680,38754,11747,46215,27973,47796,42199,33702,11399,36976,10459,23475,7340,30095,1596076,38672,36105,27744,55213,1633543,20156,7511,28578,31396,28274,42430,3580,9017,37321,28173,39018,9655,26416,14869,14064,29607,16682,12132,26346,44112,0,35398,14526,19516,45823,27387,44343,15475,10348,22376,10523,36434,1718693,35054,10385,29992,36644,16888,16805,40593,9551,16762,36611,12659,47796,26378,21979,26594,38219,28587,27690,20530,22173,24198,6877,12168,15766,31140,15049,27220,10349,35800,12509,24083,12633,31237,11715,12496,28084,12610,11097,31848,26845,10508,9805,29947,11590,35720,13693,29041,26960,33588,41352,38125,25278,29316,36740,12261,35801,1141115,29214,23306,-1,44377,12158,12339,29970,43549,28028,14864,46144,33618,29164,8890,22422,5666,36293,40881,27271,25878,21524,30590
Ocean Dream Samudra - Ancol,31245,42863,21389,1744,3345,40147,10110,30448,9461,12241,4284,18862,812,21643,29570,38287,23802,20141,11670,8552,1252444,19688,12607,18244,24517,18256,10235,11971,5620,20656,23478,31805,42329,29465,12664,24234,39883,15135,32071,3052,508,6290,43631,37383,30104,11130,10964,40566,10757,29636,21154,55370,26099,2203,23608,3103058,7387,29573,38071,38424,28433,41982,791120,9184,14852,10431,23344,24963,8107,36941,28497,17396,38752,32164,12626,27167,15852,19246,27233,21333,28288,37259,35322,10423,1604333,6064,706,10513,34584,1607239,24481,43155,12876,9983,36409,30211,36261,33064,6971,19526,32924,36823,22347,52685,30474,10782,24699,29939,12886,39667,36960,0,27305,46789,33222,27306,39899,56064,27452,20418,28329,7800,1726950,43188,48300,15428,5922,57477,38058,10578,50140,40690,5889,30466,27167,24423,42983,20672,9351,20012,11677,20727,24320,21169,42475,29975,26065,54145,38976,13171,35176,402,30316,16878,30439,6384,27548,30302,8439,30416,28490,6227,19870,28315,27611,7607,49160,46261,37232,8678,19985,19132,14018,6998,31321,9871,1971,30068,26370,1149372,8240,24629,-1,18126,29964,30146,40512,30266,12015,27814,32248,11727,8800,36163,56915,42209,5571,19523,12992,18903,23012,16008
COMO Park,43168,17035,10743,26051,27376,35885,11893,13920,13743,13197,29411,9661,25140,10297,16022,9985,5667,9795,11424,13161,1275420,10494,10368,10294,6603,12473,33211,12699,19745,10735,28190,13788,8882,12937,11957,19922,33015,13102,14553,23518,26026,22205,15477,20047,13576,12101,13770,7083,12986,13108,20146,21922,5311,26510,51125,3096068,25839,15292,8138,5552,11883,16155,784129,13164,23526,12658,5795,6073,21195,4411,10806,26069,6118,37508,10003,39090,24525,17104,13678,38243,11738,24742,17804,13386,1597343,22074,25647,11833,46507,1630215,5943,25819,9797,26310,29541,43697,15033,15546,20723,11575,40285,4274,8145,19237,3191,13011,5477,13411,13416,35405,16554,25821,0,29453,37117,20676,35637,21944,11627,10114,11802,16680,1719960,36320,13990,13394,20046,23357,18072,23995,16889,7206,20014,13938,39090,10485,23246,9992,21621,11989,11463,8499,8173,7602,16647,13447,1240,22434,5493,9784,6874,25920,13788,18997,13911,28703,13993,13774,22999,13888,12376,29203,11313,11787,11084,16098,22038,27013,4703,14216,10983,16990,22691,21527,26545,13851,24382,13540,18753,1142382,13778,6998,-1,45643,13436,13618,21264,34843,11801,748,37438,17020,13082,18827,28761,16382,19696,28196,10676,12343,4927,13992
Eldorado Waterpark Legenda Wisata,65493,21214,36322,44607,45931,57664,39125,24604,38802,34678,40061,35237,45187,35870,23733,27432,31251,36093,36803,37726,1287726,36070,35948,35869,36524,34208,45517,38272,45320,36609,49969,20196,31474,23621,38591,45497,25327,38677,18483,45253,44884,48235,37257,11803,24260,37245,39343,29712,38559,23792,41925,32860,32880,45065,58868,3103810,41567,23035,27217,28181,22589,24072,791872,37729,49101,36633,35351,36970,46770,26086,21346,51645,27897,59288,36951,61416,50101,42679,21388,45986,22444,21283,15114,39072,1605086,47649,45082,36721,68833,1642521,36488,17813,37556,40373,37284,51440,15198,23289,46298,37150,48028,25968,35394,30175,28387,38584,28188,24095,35324,57185,20096,44376,27599,0,58896,32647,57416,30723,21608,33883,22485,45412,1727703,30004,22958,38969,45621,32135,15663,49570,24799,29835,45589,24622,61416,39451,12599,35572,47196,37564,36668,32037,35246,33176,25119,24131,28839,44213,28122,36198,24321,44778,24472,33061,24595,40215,21704,24458,37062,24572,22652,40826,35822,22471,21767,38924,23818,48793,26378,38019,35937,42565,48267,47103,34288,38294,45718,24223,44328,1150125,38192,36636,-1,53386,24120,24302,43043,56622,37006,27937,59217,42596,38141,9550,37729,24299,45271,53772,36249,34856,30501,39568
Situ Gede Tangerang,23936,47165,32699,36489,37813,1811,27064,44049,27469,34922,39849,26269,35577,29049,44831,40114,31209,32535,29368,27816,1285857,27094,32055,25651,26819,31879,43648,27471,30182,32858,22970,43918,36487,43067,27924,16887,55037,23562,44683,33955,36463,32642,28932,52643,43706,28828,26042,32484,26498,43238,22265,49528,28339,36947,58966,3118212,36277,45422,38368,30399,42012,46284,806273,28059,26818,29385,30751,26961,31632,34551,40935,24828,36257,3434,31315,33870,28273,22979,42493,60482,41867,52412,47934,27086,1619487,32511,36084,28211,22774,1640652,27731,58415,31920,43297,51562,65719,45163,45676,31160,26932,62524,34413,29753,46843,35378,26523,32106,43541,30055,1331,46684,36258,34578,62049,0,45851,1562,49549,41756,29520,41931,28615,1742104,58342,41595,23855,30483,44422,48202,34432,44495,32607,30451,44068,33870,24657,53376,29554,32058,24307,29375,35835,26560,28575,42889,43577,35818,25011,30894,30562,37004,36357,43918,44172,44041,39140,42809,43904,41196,44018,43750,39640,33038,41917,41213,29825,52167,15103,34842,27942,32638,21328,27426,31965,47114,28746,34819,43669,21794,1164526,27505,26061,-1,53484,43566,43747,23374,5319,29713,34917,3363,27463,28065,51424,32545,46511,30133,26955,30613,31749,30418,24435
Taman Swakarsa,49704,32228,19899,27164,28489,45120,20137,20895,21360,17236,22619,19447,27745,20081,10489,27652,15461,18651,18201,20284,1269337,20280,18034,20080,20734,16766,27128,21600,29530,19167,37890,20556,31694,19912,21781,29707,10287,22887,18625,27811,27441,30793,37477,26926,20551,19803,22748,29932,21886,20083,24422,44735,26691,27623,29576,3077103,24125,16416,27437,28401,18858,31348,765165,20287,33311,19190,19561,21180,32702,26306,21842,35855,28117,46743,18976,45626,34311,26890,15001,16694,18713,8803,21207,21630,1578379,32140,27640,19279,53043,1624132,20698,32698,17231,22931,8230,22387,25626,18893,32360,21361,18736,26188,19604,42050,28608,21912,12391,20386,17881,44640,26325,26933,27819,36332,46351,0,44871,44757,18601,16672,18776,24798,1700996,14795,37844,23180,32221,46170,11740,35173,39684,30055,29799,20913,45626,25015,16665,16872,31406,21775,19225,14826,24912,17386,31840,20422,17561,44433,28342,19525,24541,27335,20763,15618,20886,22772,15316,20749,19619,20863,19350,23383,17155,18762,18058,21482,38704,49013,26598,20577,17154,26775,32477,31593,3615,20851,28275,20514,28539,1123417,20749,20846,-1,24094,20411,20593,43263,44543,19564,28157,46672,26806,20699,25707,50760,31575,29481,37982,19576,14379,14712,23778
Taman Gajah Tunggal,22374,47645,33179,36969,38293,3608,27544,44529,27949,35402,40329,26749,36057,29529,45311,40594,31689,33015,29848,28296,1286337,27574,32535,26131,27299,32359,44128,27951,30662,33338,15127,44398,36967,43547,28404,17367,55517,24042,45163,34435,36943,33122,29412,53123,44186,29308,26522,32964,26978,43718,22745,50008,28819,37427,59446,3118692,36757,45902,38848,30879,42492,46764,806753,28539,27298,29865,31231,27441,32112,35031,41415,25308,36737,1872,31795,34350,28753,23459,42973,60962,42347,52892,48414,27566,1619967,32991,36564,28691,21211,1641132,28211,58895,32400,43777,52042,66199,45643,46156,31640,27412,63004,34893,30233,47323,35858,27003,32586,44021,30535,827,47164,36738,35058,62529,2538,46331,0,50029,42236,30000,42411,29095,1742584,58822,42075,24335,30963,44902,48682,34912,44975,33087,30931,44548,34350,25137,53856,30034,32538,24787,29855,36315,27040,29055,43369,44057,36298,25491,31374,31042,37484,36837,44398,44652,44521,39620,43289,44384,41676,44498,44230,40120,33518,42397,41693,30305,52647,15583,35322,28422,33118,21808,27906,32445,49264,29226,35299,44149,22274,1165006,27985,26541,-1,53964,44046,44227,23854,3761,30193,35397,1801,27943,28545,51904,33025,46991,30613,27435,31093,32229,30898,24915
Taman Wisata Pasir Putih,56671,11378,45138,53423,54747,49389,33865,33419,47618,43494,48877,44053,54003,27944,32549,17524,40067,44909,45619,46542,1296541,31590,32431,44685,25949,43024,54333,33013,54136,45425,41693,20789,14711,32437,33331,35392,49574,47493,31112,54069,53699,57051,16510,20600,33076,46061,34084,16889,33299,32608,33650,2965,24605,53881,67684,3112626,50383,31851,17233,19881,31405,14236,800688,46545,45542,45448,24750,25420,55586,18170,30162,43551,17411,51012,31691,52594,46997,38392,30204,54802,31260,41301,25373,47888,1613902,56465,53898,45537,60011,1651336,25378,15994,32296,49189,46100,60256,18374,32105,55114,45966,56844,18452,27100,4419,22861,33325,25479,32911,44139,48909,15212,53192,22057,31550,50621,41463,49140,0,30424,31174,31301,36994,1736519,52879,9295,47785,54437,1413,34631,58386,7056,17265,54405,33438,52594,31176,33148,44388,56012,46380,45484,29328,26971,26574,13587,32947,23296,15035,19823,30938,19147,53594,33288,41876,33411,49031,30520,33274,45878,33388,31468,49641,44638,31287,30583,47740,7526,26390,18757,46835,44753,36001,46150,55919,43104,47110,54534,33039,40599,1158941,47008,26256,-1,62202,32936,33117,22354,48347,45822,21498,50942,51412,46957,20925,7596,14463,54087,45678,30989,43672,39317,48384
Taman Mini Indonesia Indah,50459,17521,21924,30208,31533,43177,24726,2051,24403,20280,25663,20838,30789,21472,2968,12944,16852,21695,22405,23327,1273327,21671,21549,21471,21547,19809,31118,23874,30921,22210,35481,5844,16987,1068,24192,29180,22395,24278,3914,30854,30485,33837,22769,12219,1707,22847,24945,15224,24160,1239,27438,30027,18393,30667,40505,3085447,27169,549,12729,13693,256,16640,773509,23330,39330,22234,20952,18651,32372,11599,6001,37339,13409,44800,22552,46382,35702,28281,6990,27623,111,14122,6496,24673,1586723,33251,30683,22322,53799,1628122,18741,17991,23157,25974,18920,33077,9168,4039,31900,22752,29664,11481,20995,27342,13900,24186,13790,1542,20925,42697,11618,29977,13111,21625,44409,18033,42928,30049,0,19484,877,31013,1709339,25700,23136,24571,31223,31462,7452,35172,24976,15347,31190,2069,46382,24964,12626,21173,32797,23166,22269,17638,20758,18777,17132,1578,14351,29725,13634,21799,9834,30379,1919,18662,2042,25816,2947,1905,22663,2019,336,26427,21424,863,159,24526,23996,34305,11890,23620,21538,28166,33868,32704,15925,23895,31319,1670,29930,1131761,23793,22237,-1,35023,1567,1749,28556,42135,22607,13450,44730,28197,23743,10999,36053,16867,30872,39466,21850,20457,16103,25169
Taman Tangkuban Perahu,37094,22662,2256,19819,14533,32510,5793,21920,6155,3984,12516,6826,22315,7460,21042,21572,6061,1296,3147,5573,1262938,7659,2075,7459,7935,3090,20729,4941,9446,2236,25280,23278,18163,20937,5259,17097,31248,10277,23543,20693,20096,11525,23920,28855,21576,6163,6012,16364,5227,21108,11802,31204,11822,20277,31182,3094423,9499,21046,20045,14833,19906,21781,782485,5576,20701,5938,6762,8381,18371,12383,19969,23245,13767,34133,2045,33016,21701,14280,18705,20680,19761,28624,26794,5798,1595699,10862,22822,3635,40433,1617733,7899,34627,1297,15585,27774,41930,27733,24536,10425,6439,22029,12246,6805,28519,10534,5253,6109,21411,4629,32030,28432,19588,8735,38261,33741,22062,32261,31226,18925,0,19802,8922,1718316,34554,23271,10570,9748,32638,27062,21171,26171,16487,9715,21938,33016,11534,34206,765,18796,9165,3186,1429,10043,4587,22273,21447,7495,30877,14774,2866,14833,19990,21788,8283,21911,12292,19020,21774,12272,21888,19962,16018,2100,19787,19084,8510,40632,28548,12675,6628,2100,14165,19867,18703,23325,6263,21558,21540,15929,1140737,6190,8047,-1,25700,21436,21618,22799,31933,3525,9237,34062,14196,5494,27635,37204,22008,9397,25372,2917,2960,4478,11168
SnowBay Waterpark TMII,51598,18659,23063,31347,32672,44316,25865,2237,25542,21419,26802,21977,31928,22610,7993,14083,17991,22833,23543,24466,1274466,22810,22688,22609,22686,20948,32257,25013,32060,23349,36620,5903,18126,1255,25331,30318,23533,25417,5053,31993,31624,34976,23908,13357,1894,23985,26083,16363,25299,1426,28577,31166,19531,31805,41644,3086586,28307,5792,13868,14832,1081,17779,774648,24469,40469,23373,22091,19789,33510,12737,6060,38478,14548,45939,23691,47520,36841,29419,6615,28762,1028,15260,7634,25812,1587861,34390,31822,23461,54937,1629261,19880,19130,24296,27113,20059,34216,10306,5178,33039,23891,30803,12620,22134,28481,15039,25324,14928,1729,22064,43836,12756,31116,14250,22764,45547,19172,44067,31188,318,20623,0,32152,1710478,26839,24275,25709,32362,32601,8590,36310,26115,16486,32329,2255,47520,26103,13764,22312,33936,24304,23408,18777,21897,19916,18271,1765,15490,30864,14773,22938,10973,31518,2105,19801,2229,26955,6931,2092,23802,2206,507,27566,22563,527,1235,25664,25135,35444,13029,24759,22677,29305,35007,33843,17063,25034,32458,1857,31068,1132900,24932,23376,-1,36162,1754,1935,29695,43273,23746,14589,45868,29336,24882,12138,37192,18006,32011,40605,22989,21596,17241,26308
Dharma Bhakti Temple,26667,33284,8547,7312,8637,30498,4590,30335,5042,10076,8521,10895,6401,13675,29457,38173,15835,8394,7683,5389,1256681,11720,7903,10277,13791,10819,14472,5546,1126,8717,18900,31692,24019,29352,6239,19656,39663,8156,31958,4779,7287,3145,34083,37269,29991,7143,5200,22220,4332,29523,14176,37060,18132,7771,31104,3102838,4607,29460,25901,20689,28320,32404,790900,5632,10274,7700,12618,14237,4580,22277,28383,12818,23984,27586,7163,22589,9266,12268,27119,28829,28175,37038,35209,3998,1604113,2101,6908,6526,30006,1611476,13755,43041,7779,15434,36189,37707,36147,32951,1664,8130,38376,22140,14379,34375,22312,4357,16732,29826,10721,30018,36846,7081,19338,46675,31729,30477,30249,37081,27339,9008,28216,0,1726730,42968,29127,8449,1427,38494,35476,7052,32027,22343,1395,30353,22589,16455,42620,8887,5825,12045,7690,12479,16353,10443,32896,29862,18098,44596,20630,6746,35063,7181,30203,14736,30326,9901,27435,30189,8485,30303,28376,10464,8897,28202,27498,6064,49047,36712,22569,5515,8497,12153,9440,3472,31740,6319,5643,29954,11835,1149152,5078,13903,-1,25622,29851,30032,30963,25689,8028,19847,32050,4748,5638,36050,47366,32631,1077,14945,6567,11466,15044,7637
Merdeka Palace,1746101,1722773,1716930,1725206,1726531,1741517,1719732,1711440,1719401,1715278,1720661,1715844,1725787,1716478,1705364,1718197,1711858,1715982,1717611,1718325,2375313,1716677,1716555,1716477,1717131,1714807,1133104,1718880,1725927,1719102,1734287,1711101,1722240,1710457,1719198,1726105,1691625,1719284,1709170,1725852,1725483,1728387,1728022,1717471,1711096,1717844,1719951,1720477,1719166,1710628,1720819,1735280,1723645,1725664,1723872,3647885,1722166,1706961,1717982,1718946,1709403,1721893,1312031,1718328,1729708,1717232,1715958,1717578,1727378,1716851,1712387,1732252,1718662,1743140,1717558,1742023,1730708,1723287,1712242,1710989,1709258,1696162,1711752,1721386,1363939,1728257,1725681,1717320,1749440,2730108,1717095,1723243,1718163,1720972,1695312,1703949,1716171,1709438,1726906,1717758,1705602,1716734,1716001,1732595,1719153,1719192,1708796,1710931,1715923,1741037,1716870,1724975,1718364,1726878,1742748,1701400,1741268,1735302,1709147,1714490,1709321,1726019,0,1694930,1728389,1719577,1726229,1736715,1702285,1730178,1730229,1720600,1726196,1711458,1742023,1721412,1707210,1716179,1727803,1718172,1717650,1712644,1721309,1713783,1722385,1710967,1713959,1734978,1718887,1716805,1715087,1725377,1711308,1713660,1711431,1720814,1712558,1711294,1717661,1711408,1709895,1721425,1716422,1709307,1708604,1719524,1729249,1739558,1717143,1718618,1716536,1723173,1728874,1727710,1699291,1718893,1726317,1711060,1724936,908978,1718791,1717243,-1,1718390,1710956,1711138,1733808,1740940,1717988,1718702,1743070,1723203,1718741,1716252,1741305,1722120,1725878,1734379,1716856,1715455,1711109,1720175
Venetian Water Carnaval,63627,40243,34456,42732,44057,59043,37258,28909,36927,32804,38187,33370,43313,34004,22890,35667,29384,33508,35137,35851,1273209,34203,34081,34003,34657,32333,31000,36406,43453,36627,51813,28570,39709,27927,36724,43630,4784,36810,26640,43378,43009,45913,45491,34941,28566,35370,37477,37946,36692,28098,38345,52749,40614,43190,20290,3073582,27428,24431,35451,36415,26872,39362,761644,35854,47234,34758,33484,35103,44904,34321,29856,49778,36131,60666,35084,59549,48234,40813,28711,15003,26727,10510,29221,38912,1574858,45783,43207,34846,66966,1628004,34621,40713,35689,38498,7224,9574,33641,26908,44432,35284,13044,34203,33527,50065,36622,36718,26322,28401,33449,58563,34340,42501,35834,29619,60274,14131,58794,52771,26616,32016,26791,43545,1697475,0,45858,37103,43755,54184,17669,47704,47699,38070,43722,28927,59549,38938,19136,33705,45329,35698,35176,30170,38835,31309,39855,28437,31485,52448,36356,34331,32556,42903,28777,31186,28901,38340,29027,28764,35187,28878,27365,38951,33948,26777,26073,37049,46718,57027,34612,36144,34062,40698,46400,45236,12146,36419,43843,28529,42462,1119897,36317,34769,-1,21065,28426,28607,51278,58466,35514,36172,60596,40729,36267,33722,58775,39589,43404,51905,34382,32981,28635,37701
Taman Pemuda Pratama,48384,9146,24788,48050,49375,41101,25578,23241,27516,38122,43505,21862,48631,19656,27176,7892,19604,23737,25199,27007,1291169,23303,24144,22495,17662,37652,48961,24725,33681,24947,33406,23639,5560,22258,25044,27104,42336,34080,23874,37455,48327,36141,11071,15228,22897,25948,25796,8698,25012,22429,25362,9684,16317,48509,60446,3105388,45011,24613,7377,11594,21203,10298,793450,27010,37254,26504,16462,17132,42475,9020,20126,35264,8261,42725,23404,44306,38709,30104,24832,47564,21058,34062,20001,27232,1606663,36011,48526,25330,51723,1645964,17090,11433,24009,43817,38861,53018,13580,24867,34660,23776,49605,8596,18812,6999,14569,25037,16845,22732,38767,40622,13549,47819,13769,26178,42333,36090,40853,10072,20947,24219,21122,28706,1729280,45641,0,34372,33983,11485,27393,45275,3325,13248,33950,23259,44306,22888,27775,23934,42901,25926,25239,22440,18683,18286,5179,22768,15009,14630,11535,22651,10512,48221,23109,36504,23232,43658,25147,23095,40505,23209,21696,44269,25127,21108,20404,42368,8966,32230,9606,27989,24727,27714,37862,35464,35866,27697,38319,22860,32311,1151702,27552,17968,-1,54964,22757,22938,26480,40059,25577,13211,42654,30957,26928,15553,14552,10525,33632,37391,22702,38299,18863,27930
